input,label
Problem: 6/18 x 2/5 | Student Answer: 1/3,conv-a
Problem: 11/15 + 9/15 | Student Answer: -1 1/3,po-a
Problem: 11/15 + 9/15 | Student Answer: 3/4,po-b
Problem: 11/15 + 9/15 | Student Answer: 11/25,po-c
Problem: 11/15 + 9/15 | Student Answer: 4/45,po-d
Problem: 11/15 + 9/15 | Student Answer: 20/1,pf-a
Problem: 11/15 + 9/15 | Student Answer: 1 1/3,pf-b
Problem: 11/15 + 9/15 | Student Answer: 3 3/10,pf-c
Problem: 11/15 + 9/15 | Student Answer: 2/15,pf-d
Problem: 11/15 + 9/15 | Student Answer: 20/1,pf-e
Problem: 11/15 + 9/15 | Student Answer: 2 2/3,a
Problem: 2/7 ÷ 3 7/12 | Student Answer: 2 14/19,conv-a
Problem: 2/7 ÷ 3 7/12 | Student Answer: 1 1/42,conv-b
Problem: 2/7 ÷ 3 7/12 | Student Answer: 19/28,conv-c
Problem: 2/7 ÷ 3 7/12 | Student Answer: -2 3/19,conv-d
Problem: 2/7 ÷ 3 7/12 | Student Answer: -24/301,po-a
Problem: 2/7 ÷ 3 7/12 | Student Answer: 12 13/24,po-b
Problem: 2/7 ÷ 3 7/12 | Student Answer: 2 7/19,po-c
Problem: 2/7 ÷ 3 7/12 | Student Answer: 24/301,po-d
Problem: 2/7 ÷ 3 7/12 | Student Answer: 4 10/19,pf-a
Problem: 2/7 ÷ 3 7/12 | Student Answer: 12 2/7,pf-b
Problem: 2/7 ÷ 3 7/12 | Student Answer: 15/28,pf-c
Problem: 2/7 ÷ 3 7/12 | Student Answer: 2/19,pf-d
Problem: 2/7 ÷ 3 7/12 | Student Answer: -9/1,pf-e
Problem: 2/7 ÷ 3 7/12 | Student Answer: 48/301,a
Problem: 2/5 + 1/16 | Student Answer: 1/40,conv-a
Problem: 2/5 + 1/16 | Student Answer: 5 1/2,conv-b
Problem: 2/5 + 1/16 | Student Answer: 7/80,conv-c
Problem: 2/5 + 1/16 | Student Answer: 1/21,conv-d
Problem: 2/5 + 1/16 | Student Answer: -37/80,po-a
Problem: 2/5 + 1/16 | Student Answer: 2 6/37,po-b
Problem: 2/5 + 1/16 | Student Answer: 1/40,po-c
Problem: 2/5 + 1/16 | Student Answer: 3/80,po-d
Problem: 2/5 + 1/16 | Student Answer: 1/7,pf-a
Problem: 2/5 + 1/16 | Student Answer: 3/5,pf-b
Problem: 2/5 + 1/16 | Student Answer: 2/21,pf-c
Problem: 2/5 + 1/16 | Student Answer: 2/5,pf-d
Problem: 2/5 + 1/16 | Student Answer: -3/11,pf-e
Problem: 2/5 + 1/16 | Student Answer: 37/81,a
Problem: 8/12 x 5 4/15 | Student Answer: 3 2/3,conv-a
Problem: 8/12 x 5 4/15 | Student Answer: 10/79,conv-b
Problem: 8/12 x 5 4/15 | Student Answer: 35/36,conv-c
Problem: 8/12 x 5 4/15 | Student Answer: -2 17/27,conv-d
Problem: 8/12 x 5 4/15 | Student Answer: -3 23/45,po-a
Problem: 8/12 x 5 4/15 | Student Answer: 45/158,po-b
Problem: 8/12 x 5 4/15 | Student Answer: 23 2/3,po-c
Problem: 8/12 x 5 4/15 | Student Answer: 29/60,po-d
Problem: 8/12 x 5 4/15 | Student Answer: 23 11/27,pf-a
Problem: 8/12 x 5 4/15 | Student Answer: 52 2/3,pf-b
Problem: 8/12 x 5 4/15 | Student Answer: 29/60,pf-c
Problem: 8/12 x 5 4/15 | Student Answer: 8/27,pf-d
Problem: 8/12 x 5 4/15 | Student Answer: -29/1,pf-e
Problem: 8/12 x 5 4/15 | Student Answer: 3 10/23,a
Problem: 15/16 ÷ 10/17 | Student Answer: 1 8/33,conv-a
Problem: 15/16 ÷ 10/17 | Student Answer: 75/136,conv-b
Problem: 15/16 ÷ 10/17 | Student Answer: 1 19/136,conv-c
Problem: 15/16 ÷ 10/17 | Student Answer: 5/33,conv-d
Problem: 15/16 ÷ 10/17 | Student Answer: -1 19/32,po-a
Problem: 15/16 ÷ 10/17 | Student Answer: 32/51,po-b
Problem: 15/16 ÷ 10/17 | Student Answer: 25/33,po-c
Problem: 15/16 ÷ 10/17 | Student Answer: 1 19/32,po-d
Problem: 15/16 ÷ 10/17 | Student Answer: 4 6/11,pf-a
Problem: 15/16 ÷ 10/17 | Student Answer: 9 3/8,pf-b
Problem: 15/16 ÷ 10/17 | Student Answer: 25/272,pf-c
Problem: 15/16 ÷ 10/17 | Student Answer: 5/11,pf-d
Problem: 15/16 ÷ 10/17 | Student Answer: -25/1,pf-e
Problem: 15/16 ÷ 10/17 | Student Answer: 1 9/16,a
Problem: 2/3 x 1 8/10 | Student Answer: 2/3,conv-a
Problem: 2/3 x 1 8/10 | Student Answer: 10/27,conv-b
Problem: 2/3 x 1 8/10 | Student Answer: 4/5,conv-c
Problem: 2/3 x 1 8/10 | Student Answer: -1 3/13,conv-d
Problem: 2/3 x 1 8/10 | Student Answer: -1 1/5,po-a
Problem: 2/3 x 1 8/10 | Student Answer: 5/6,po-b
Problem: 2/3 x 1 8/10 | Student Answer: 2 2/7,po-c
Problem: 2/3 x 1 8/10 | Student Answer: 2/3,po-d
Problem: 2/3 x 1 8/10 | Student Answer: 2 10/13,pf-a
Problem: 2/3 x 1 8/10 | Student Answer: 12/1,pf-b
Problem: 2/3 x 1 8/10 | Student Answer: 2/3,pf-c
Problem: 2/3 x 1 8/10 | Student Answer: 2/13,pf-d
Problem: 2/3 x 1 8/10 | Student Answer: -2 6/7,pf-e
Problem: 2/3 x 1 8/10 | Student Answer: 1 2/5,a
Problem: 4 14/15 - 9/11 | Student Answer: 4 14/15,conv-a
Problem: 4 14/15 - 9/11 | Student Answer: 4 14/15,conv-b
Problem: 4 14/15 - 9/11 | Student Answer: 6 43/55,conv-c
Problem: 4 14/15 - 9/11 | Student Answer: 16 1/4,conv-d
Problem: 4 14/15 - 9/11 | Student Answer: -4 19/165,po-a
Problem: 4 14/15 - 9/11 | Student Answer: 165/679,po-b
Problem: 4 14/15 - 9/11 | Student Answer: 4 2/55,po-c
Problem: 4 14/15 - 9/11 | Student Answer: 83/165,po-d
Problem: 4 14/15 - 9/11 | Student Answer: 20 3/4,pf-a
Problem: 4 14/15 - 9/11 | Student Answer: 7 6/11,pf-b
Problem: 4 14/15 - 9/11 | Student Answer: 25 8/13,pf-c
Problem: 4 14/15 - 9/11 | Student Answer: 44 2/5,pf-d
Problem: 4 14/15 - 9/11 | Student Answer: 13/33,pf-e
Problem: 4 14/15 - 9/11 | Student Answer: 8 38/165,a
Problem: 1/4 x 1/2 | Student Answer: 1/3,conv-a
Problem: 1/4 x 1/2 | Student Answer: 1/2,conv-b
Problem: 1/4 x 1/2 | Student Answer: 5/8,conv-c
Problem: 1/4 x 1/2 | Student Answer: 0/1,conv-d
Problem: 1/4 x 1/2 | Student Answer: -1/8,po-a
Problem: 1/4 x 1/2 | Student Answer: 8/1,po-b
Problem: 1/4 x 1/2 | Student Answer: 0/1,po-c
Problem: 1/4 x 1/2 | Student Answer: 1/4,po-d
Problem: 1/4 x 1/2 | Student Answer: 1/6,pf-a
Problem: 1/4 x 1/2 | Student Answer: 1/4,pf-b
Problem: 1/4 x 1/2 | Student Answer: 1/4,pf-c
Problem: 1/4 x 1/2 | Student Answer: 1/6,pf-d
Problem: 1/4 x 1/2 | Student Answer: 1/1,pf-e
Problem: 1/4 x 1/2 | Student Answer: 1/9,a
Problem: 2/4 ÷ 1 4/5 | Student Answer: 1 2/9,conv-a
Problem: 2/4 ÷ 1 4/5 | Student Answer: 9/10,conv-b
Problem: 2/4 ÷ 1 4/5 | Student Answer: 1 2/3,conv-c
Problem: 2/4 ÷ 1 4/5 | Student Answer: -7/9,conv-d
Problem: 2/4 ÷ 1 4/5 | Student Answer: -5/18,po-a
Problem: 2/4 ÷ 1 4/5 | Student Answer: 3 3/5,po-b
Problem: 2/4 ÷ 1 4/5 | Student Answer: 1 2/9,po-c
Problem: 2/4 ÷ 1 4/5 | Student Answer: 5/18,po-d
Problem: 2/4 ÷ 1 4/5 | Student Answer: 2/1,pf-a
Problem: 2/4 ÷ 1 4/5 | Student Answer: 4 1/2,pf-b
Problem: 2/4 ÷ 1 4/5 | Student Answer: 11/20,pf-c
Problem: 2/4 ÷ 1 4/5 | Student Answer: 2/9,pf-d
Problem: 2/4 ÷ 1 4/5 | Student Answer: -11/1,pf-e
Problem: 2/4 ÷ 1 4/5 | Student Answer: 1/3,a
Problem: 7/9 - 12/18 | Student Answer: 7/9,conv-a
Problem: 7/9 - 12/18 | Student Answer: 2/3,conv-b
Problem: 7/9 - 12/18 | Student Answer: 25/54,conv-c
Problem: 7/9 - 12/18 | Student Answer: 5/9,conv-d
Problem: 7/9 - 12/18 | Student Answer: -1/9,po-a
Problem: 7/9 - 12/18 | Student Answer: 9/1,po-b
Problem: 7/9 - 12/18 | Student Answer: 14/27,po-c
Problem: 7/9 - 12/18 | Student Answer: 19/162,po-d
Problem: 7/9 - 12/18 | Student Answer: 38/1,pf-a
Problem: 7/9 - 12/18 | Student Answer: 1 1/18,pf-b
Problem: 7/9 - 12/18 | Student Answer: 7/18,pf-c
Problem: 7/9 - 12/18 | Student Answer: 9 1/3,pf-d
Problem: 7/9 - 12/18 | Student Answer: -5/162,pf-e
Problem: 7/9 - 12/18 | Student Answer: 2/9,a
Problem: 1/8 - 2/5 | Student Answer: 1/20,conv-a
Problem: 1/8 - 2/5 | Student Answer: 2/5,conv-b
Problem: 1/8 - 2/5 | Student Answer: 9/20,conv-c
Problem: 1/8 - 2/5 | Student Answer: -1/3,conv-d
Problem: 1/8 - 2/5 | Student Answer: 11/40,po-a
Problem: 1/8 - 2/5 | Student Answer: -3 7/11,po-b
Problem: 1/8 - 2/5 | Student Answer: 1/20,po-c
Problem: 1/8 - 2/5 | Student Answer: 3/40,po-d
Problem: 1/8 - 2/5 | Student Answer: 1/1,pf-a
Problem: 1/8 - 2/5 | Student Answer: 3/5,pf-b
Problem: 1/8 - 2/5 | Student Answer: 2/13,pf-c
Problem: 1/8 - 2/5 | Student Answer: 1/4,pf-d
Problem: 1/8 - 2/5 | Student Answer: -1/40,pf-e
Problem: 1/8 - 2/5 | Student Answer: -3/10,a
Problem: 4 1/4 ÷ 13/16 | Student Answer: 4 1/4,conv-a
Problem: 4 1/4 ÷ 13/16 | Student Answer: 3 29/64,conv-b
Problem: 4 1/4 ÷ 13/16 | Student Answer: 1 17/64,conv-c
Problem: 4 1/4 ÷ 13/16 | Student Answer: 1/5,conv-d
Problem: 4 1/4 ÷ 13/16 | Student Answer: -5 3/13,po-a
Problem: 4 1/4 ÷ 13/16 | Student Answer: 13/68,po-b
Problem: 4 1/4 ÷ 13/16 | Student Answer: 1 1/2,po-c
Problem: 4 1/4 ÷ 13/16 | Student Answer: 5 3/13,po-d
Problem: 4 1/4 ÷ 13/16 | Student Answer: 11 1/20,pf-a
Problem: 4 1/4 ÷ 13/16 | Student Answer: 55 1/4,pf-b
Problem: 4 1/4 ÷ 13/16 | Student Answer: 15/32,pf-c
Problem: 4 1/4 ÷ 13/16 | Student Answer: 17/20,pf-d
Problem: 4 1/4 ÷ 13/16 | Student Answer: -2 1/2,pf-e
Problem: 4 1/4 ÷ 13/16 | Student Answer: 10 6/13,a
Problem: 4/9 + 1/2 | Student Answer: 1 3/11,conv-a
Problem: 4/9 + 1/2 | Student Answer: 4/9,conv-b
Problem: 4/9 + 1/2 | Student Answer: 13/18,conv-c
Problem: 4/9 + 1/2 | Student Answer: 3/11,conv-d
Problem: 4/9 + 1/2 | Student Answer: -17/18,po-a
Problem: 4/9 + 1/2 | Student Answer: 1 1/17,po-b
Problem: 4/9 + 1/2 | Student Answer: 2/9,po-c
Problem: 4/9 + 1/2 | Student Answer: 5/18,po-d
Problem: 4/9 + 1/2 | Student Answer: 1 1/9,pf-a
Problem: 4/9 + 1/2 | Student Answer: 2 1/2,pf-b
Problem: 4/9 + 1/2 | Student Answer: 8/11,pf-c
Problem: 4/9 + 1/2 | Student Answer: 2 1/2,pf-d
Problem: 4/9 + 1/2 | Student Answer: 5/7,pf-e
Problem: 4/9 + 1/2 | Student Answer: 8/9,a
Problem: 5 5/8 - 3 10/16 | Student Answer: 20 25/64,conv-a
Problem: 5 5/8 - 3 10/16 | Student Answer: 5 5/8,conv-b
Problem: 5 5/8 - 3 10/16 | Student Answer: 24 1/64,conv-c
Problem: 5 5/8 - 3 10/16 | Student Answer: 1 5/8,conv-d
Problem: 5 5/8 - 3 10/16 | Student Answer: -2/1,po-a
Problem: 5 5/8 - 3 10/16 | Student Answer: 1/2,po-b
Problem: 5 5/8 - 3 10/16 | Student Answer: 20 25/64,po-c
Problem: 5 5/8 - 3 10/16 | Student Answer: 103/128,po-d
Problem: 5 5/8 - 3 10/16 | Student Answer: 4 7/24,pf-a
Problem: 5 5/8 - 3 10/16 | Student Answer: 6 7/16,pf-b
Problem: 5 5/8 - 3 10/16 | Student Answer: 15/29,pf-c
Problem: 5 5/8 - 3 10/16 | Student Answer: -1 5/8,pf-d
Problem: 5 5/8 - 3 10/16 | Student Answer: -13/128,pf-e
Problem: 5 5/8 - 3 10/16 | Student Answer: 1/1,a
Problem: 8/14 + 3 4/15 | Student Answer: 5 2/15,conv-a
Problem: 8/14 + 3 4/15 | Student Answer: 4/7,conv-b
Problem: 8/14 + 3 4/15 | Student Answer: 23/30,conv-c
Problem: 8/14 + 3 4/15 | Student Answer: -1 12/29,conv-d
Problem: 8/14 + 3 4/15 | Student Answer: -3 88/105,po-a
Problem: 8/14 + 3 4/15 | Student Answer: 105/403,po-b
Problem: 8/14 + 3 4/15 | Student Answer: 1 13/15,po-c
Problem: 8/14 + 3 4/15 | Student Answer: 19/70,po-d
Problem: 8/14 + 3 4/15 | Student Answer: -57/1,pf-a
Problem: 8/14 + 3 4/15 | Student Answer: 3 4/5,pf-b
Problem: 8/14 + 3 4/15 | Student Answer: 13 15/29,pf-c
Problem: 8/14 + 3 4/15 | Student Answer: -2 13/14,pf-d
Problem: 8/14 + 3 4/15 | Student Answer: -57/1,pf-e
Problem: 8/14 + 3 4/15 | Student Answer: 3 85/106,a
Problem: 1/4 - 7/9 | Student Answer: 35/36,conv-a
Problem: 1/4 - 7/9 | Student Answer: 5/1,conv-b
Problem: 1/4 - 7/9 | Student Answer: 12/13,conv-c
Problem: 1/4 - 7/9 | Student Answer: 1 1/5,conv-d
Problem: 1/4 - 7/9 | Student Answer: 19/36,po-a
Problem: 1/4 - 7/9 | Student Answer: -1 17/19,po-b
Problem: 1/4 - 7/9 | Student Answer: 7/36,po-c
Problem: 1/4 - 7/9 | Student Answer: 2/9,po-d
Problem: 1/4 - 7/9 | Student Answer: 18/1,pf-a
Problem: 1/4 - 7/9 | Student Answer: 8/9,pf-b
Problem: 1/4 - 7/9 | Student Answer: -6/13,pf-c
Problem: 1/4 - 7/9 | Student Answer: 8/9,pf-d
Problem: 1/4 - 7/9 | Student Answer: -1/6,pf-e
Problem: 1/4 - 7/9 | Student Answer: -1/2,a
Problem: 3 4/7 x 4 4/11 | Student Answer: 4 4/9,conv-a
Problem: 3 4/7 x 4 4/11 | Student Answer: 275/336,conv-b
Problem: 3 4/7 x 4 4/11 | Student Answer: 19 73/77,conv-c
Problem: 3 4/7 x 4 4/11 | Student Answer: -1 5/18,conv-d
Problem: 3 4/7 x 4 4/11 | Student Answer: -15 45/77,po-a
Problem: 3 4/7 x 4 4/11 | Student Answer: 77/1200,po-b
Problem: 3 4/7 x 4 4/11 | Student Answer: 5 3/4,po-c
Problem: 3 4/7 x 4 4/11 | Student Answer: 73/77,po-d
Problem: 3 4/7 x 4 4/11 | Student Answer: 66 2/3,pf-a
Problem: 3 4/7 x 4 4/11 | Student Answer: 171 3/7,pf-b
Problem: 3 4/7 x 4 4/11 | Student Answer: 73/77,pf-c
Problem: 3 4/7 x 4 4/11 | Student Answer: 1 7/18,pf-d
Problem: 3 4/7 x 4 4/11 | Student Answer: -18 1/4,pf-e
Problem: 3 4/7 x 4 4/11 | Student Answer: 15 4/7,a
Problem: 2/7 ÷ 4/15 | Student Answer: 13/22,conv-a
Problem: 2/7 ÷ 4/15 | Student Answer: 8/105,conv-b
Problem: 2/7 ÷ 4/15 | Student Answer: 6/35,conv-c
Problem: 2/7 ÷ 4/15 | Student Answer: -1/11,conv-d
Problem: 2/7 ÷ 4/15 | Student Answer: -1 1/14,po-a
Problem: 2/7 ÷ 4/15 | Student Answer: 14/15,po-b
Problem: 2/7 ÷ 4/15 | Student Answer: 3/11,po-c
Problem: 2/7 ÷ 4/15 | Student Answer: 1 1/14,po-d
Problem: 2/7 ÷ 4/15 | Student Answer: 4/11,pf-a
Problem: 2/7 ÷ 4/15 | Student Answer: 1 1/7,pf-b
Problem: 2/7 ÷ 4/15 | Student Answer: 2/35,pf-c
Problem: 2/7 ÷ 4/15 | Student Answer: 1/11,pf-d
Problem: 2/7 ÷ 4/15 | Student Answer: -3/4,pf-e
Problem: 2/7 ÷ 4/15 | Student Answer: 1/1,a
Problem: 5/16 x 2/14 | Student Answer: 5/16,conv-a
Problem: 5/16 x 2/14 | Student Answer: 2 3/16,conv-b
Problem: 5/16 x 2/14 | Student Answer: 41/112,conv-c
Problem: 5/16 x 2/14 | Student Answer: 1/10,conv-d
Problem: 5/16 x 2/14 | Student Answer: -5/112,po-a
Problem: 5/16 x 2/14 | Student Answer: 22 2/5,po-b
Problem: 5/16 x 2/14 | Student Answer: 1 1/2,po-c
Problem: 5/16 x 2/14 | Student Answer: 1/32,po-d
Problem: 5/16 x 2/14 | Student Answer: 1/3,pf-a
Problem: 5/16 x 2/14 | Student Answer: 5/8,pf-b
Problem: 5/16 x 2/14 | Student Answer: 1/32,pf-c
Problem: 5/16 x 2/14 | Student Answer: 1/6,pf-d
Problem: 5/16 x 2/14 | Student Answer: 3 1/2,pf-e
Problem: 5/16 x 2/14 | Student Answer: 5/56,a
Problem: 4 13/17 x 7/8 | Student Answer: 4 13/17,conv-a
Problem: 4 13/17 x 7/8 | Student Answer: 5 53/119,conv-b
Problem: 4 13/17 x 7/8 | Student Answer: 10 3/17,conv-c
Problem: 4 13/17 x 7/8 | Student Answer: 2 24/25,conv-d
Problem: 4 13/17 x 7/8 | Student Answer: -4 23/136,po-a
Problem: 4 13/17 x 7/8 | Student Answer: 136/567,po-b
Problem: 4 13/17 x 7/8 | Student Answer: 8 2/9,po-c
Problem: 4 13/17 x 7/8 | Student Answer: 11/17,po-d
Problem: 4 13/17 x 7/8 | Student Answer: 22 17/25,pf-a
Problem: 4 13/17 x 7/8 | Student Answer: 33 6/17,pf-b
Problem: 4 13/17 x 7/8 | Student Answer: 11/17,pf-c
Problem: 4 13/17 x 7/8 | Student Answer: 3 6/25,pf-d
Problem: 4 13/17 x 7/8 | Student Answer: 9 7/9,pf-e
Problem: 4 13/17 x 7/8 | Student Answer: 4 19/137,a
Problem: 2/9 - 4/18 | Student Answer: 2/9,conv-a
Problem: 2/9 - 4/18 | Student Answer: 2/9,conv-b
Problem: 2/9 - 4/18 | Student Answer: 22/81,conv-c
Problem: 2/9 - 4/18 | Student Answer: 2/9,conv-d
Problem: 2/9 - 4/18 | Student Answer: 0/1,po-a
Problem: 2/9 - 4/18 | Student Answer: Undefined,po-b
Problem: 2/9 - 4/18 | Student Answer: 4/81,po-c
Problem: 2/9 - 4/18 | Student Answer: 1/27,po-d
Problem: 2/9 - 4/18 | Student Answer: 12/1,pf-a
Problem: 2/9 - 4/18 | Student Answer: 1/3,pf-b
Problem: 2/9 - 4/18 | Student Answer: 8/27,pf-c
Problem: 2/9 - 4/18 | Student Answer: 1/3,pf-d
Problem: 2/9 - 4/18 | Student Answer: -1/81,pf-e
Problem: 2/9 - 4/18 | Student Answer: -1/1,a
Problem: 3 2/11 ÷ 7/15 | Student Answer: 1 8/13,conv-a
Problem: 3 2/11 ÷ 7/15 | Student Answer: 1 16/33,conv-b
Problem: 3 2/11 ÷ 7/15 | Student Answer: 1 157/165,conv-c
Problem: 3 2/11 ÷ 7/15 | Student Answer: 1 1/13,conv-d
Problem: 3 2/11 ÷ 7/15 | Student Answer: -6 9/11,po-a
Problem: 3 2/11 ÷ 7/15 | Student Answer: 11/75,po-b
Problem: 3 2/11 ÷ 7/15 | Student Answer: 1 8/13,po-c
Problem: 3 2/11 ÷ 7/15 | Student Answer: 6 9/11,po-d
Problem: 3 2/11 ÷ 7/15 | Student Answer: 9 11/26,pf-a
Problem: 3 2/11 ÷ 7/15 | Student Answer: 22 3/11,pf-b
Problem: 3 2/11 ÷ 7/15 | Student Answer: 14/55,pf-c
Problem: 3 2/11 ÷ 7/15 | Student Answer: 1 9/26,pf-d
Problem: 3 2/11 ÷ 7/15 | Student Answer: -10 1/2,pf-e
Problem: 3 2/11 ÷ 7/15 | Student Answer: 6 8/11,a
Problem: 2/11 x 2 5/15 | Student Answer: 1 11/26,conv-a
Problem: 2/11 x 2 5/15 | Student Answer: 6/77,conv-b
Problem: 2/11 x 2 5/15 | Student Answer: 1 11/13,conv-c
Problem: 2/11 x 2 5/15 | Student Answer: -1 7/26,conv-d
Problem: 2/11 x 2 5/15 | Student Answer: -14/33,po-a
Problem: 2/11 x 2 5/15 | Student Answer: 2 5/14,po-b
Problem: 2/11 x 2 5/15 | Student Answer: 8 1/4,po-c
Problem: 2/11 x 2 5/15 | Student Answer: 37/165,po-d
Problem: 2/11 x 2 5/15 | Student Answer: 2 9/13,pf-a
Problem: 2/11 x 2 5/15 | Student Answer: 6 4/11,pf-b
Problem: 2/11 x 2 5/15 | Student Answer: 37/165,pf-c
Problem: 2/11 x 2 5/15 | Student Answer: 1/13,pf-d
Problem: 2/11 x 2 5/15 | Student Answer: -9 1/4,pf-e
Problem: 2/11 x 2 5/15 | Student Answer: 5/11,a
Problem: 3/17 x 9/20 | Student Answer: 9/17,conv-a
Problem: 3/17 x 9/20 | Student Answer: 20/51,conv-b
Problem: 3/17 x 9/20 | Student Answer: 3/17,conv-c
Problem: 3/17 x 9/20 | Student Answer: -6/37,conv-d
Problem: 3/17 x 9/20 | Student Answer: -27/340,po-a
Problem: 3/17 x 9/20 | Student Answer: 12 16/27,po-b
Problem: 3/17 x 9/20 | Student Answer: 2/1,po-c
Problem: 3/17 x 9/20 | Student Answer: 3/85,po-d
Problem: 3/17 x 9/20 | Student Answer: 27/37,pf-a
Problem: 3/17 x 9/20 | Student Answer: 1 10/17,pf-b
Problem: 3/17 x 9/20 | Student Answer: 3/85,pf-c
Problem: 3/17 x 9/20 | Student Answer: 3/37,pf-d
Problem: 3/17 x 9/20 | Student Answer: -4/1,pf-e
Problem: 3/17 x 9/20 | Student Answer: 27/341,a
Problem: 7/9 ÷ 1/11 | Student Answer: 7/9,conv-a
Problem: 7/9 ÷ 1/11 | Student Answer: 7/99,conv-b
Problem: 7/9 ÷ 1/11 | Student Answer: 64/99,conv-c
Problem: 7/9 ÷ 1/11 | Student Answer: 3/10,conv-d
Problem: 7/9 ÷ 1/11 | Student Answer: -8 5/9,po-a
Problem: 7/9 ÷ 1/11 | Student Answer: 9/77,po-b
Problem: 7/9 ÷ 1/11 | Student Answer: 2/5,po-c
Problem: 7/9 ÷ 1/11 | Student Answer: 8 5/9,po-d
Problem: 7/9 ÷ 1/11 | Student Answer: 7/20,pf-a
Problem: 7/9 ÷ 1/11 | Student Answer: 7/9,pf-b
Problem: 7/9 ÷ 1/11 | Student Answer: 8/99,pf-c
Problem: 7/9 ÷ 1/11 | Student Answer: 7/20,pf-d
Problem: 7/9 ÷ 1/11 | Student Answer: -4/1,pf-e
Problem: 7/9 ÷ 1/11 | Student Answer: 8 4/9,a
Problem: 3/13 x 3/14 | Student Answer: 2/9,conv-a
Problem: 3/13 x 3/14 | Student Answer: 1 1/13,conv-b
Problem: 3/13 x 3/14 | Student Answer: 19/27,conv-c
Problem: 3/13 x 3/14 | Student Answer: 0/1,conv-d
Problem: 3/13 x 3/14 | Student Answer: -9/182,po-a
Problem: 3/13 x 3/14 | Student Answer: 20 2/9,po-b
Problem: 3/13 x 3/14 | Student Answer: 0/1,po-c
Problem: 3/13 x 3/14 | Student Answer: 3/91,po-d
Problem: 3/13 x 3/14 | Student Answer: 1/3,pf-a
Problem: 3/13 x 3/14 | Student Answer: 9/13,pf-b
Problem: 3/13 x 3/14 | Student Answer: 3/91,pf-c
Problem: 3/13 x 3/14 | Student Answer: 1/9,pf-d
Problem: 3/13 x 3/14 | Student Answer: -6/1,pf-e
Problem: 3/13 x 3/14 | Student Answer: 3/61,a
Problem: 3/4 + 4 7/15 | Student Answer: 3 13/19,conv-a
Problem: 3/4 + 4 7/15 | Student Answer: 4 1/3,conv-b
Problem: 3/4 + 4 7/15 | Student Answer: 7 49/60,conv-c
Problem: 3/4 + 4 7/15 | Student Answer: -3 7/19,conv-d
Problem: 3/4 + 4 7/15 | Student Answer: -5 13/60,po-a
Problem: 3/4 + 4 7/15 | Student Answer: 60/313,po-b
Problem: 3/4 + 4 7/15 | Student Answer: 3 7/20,po-c
Problem: 3/4 + 4 7/15 | Student Answer: 1 1/6,po-d
Problem: 3/4 + 4 7/15 | Student Answer: -6 4/11,pf-a
Problem: 3/4 + 4 7/15 | Student Answer: 4 2/3,pf-b
Problem: 3/4 + 4 7/15 | Student Answer: 45/1273,pf-c
Problem: 3/4 + 4 7/15 | Student Answer: 4 2/3,pf-d
Problem: 3/4 + 4 7/15 | Student Answer: -6 4/11,pf-e
Problem: 3/4 + 4 7/15 | Student Answer: 5 7/30,a
Problem: 12/13 ÷ 6/17 | Student Answer: 12/13,conv-a
Problem: 12/13 ÷ 6/17 | Student Answer: 72/221,conv-b
Problem: 12/13 ÷ 6/17 | Student Answer: 150/221,conv-c
Problem: 12/13 ÷ 6/17 | Student Answer: 1/5,conv-d
Problem: 12/13 ÷ 6/17 | Student Answer: -2 8/13,po-a
Problem: 12/13 ÷ 6/17 | Student Answer: 13/34,po-b
Problem: 12/13 ÷ 6/17 | Student Answer: 3/5,po-c
Problem: 12/13 ÷ 6/17 | Student Answer: 2 8/13,po-d
Problem: 12/13 ÷ 6/17 | Student Answer: 2 2/5,pf-a
Problem: 12/13 ÷ 6/17 | Student Answer: 5 7/13,pf-b
Problem: 12/13 ÷ 6/17 | Student Answer: 18/221,pf-c
Problem: 12/13 ÷ 6/17 | Student Answer: 2/5,pf-d
Problem: 12/13 ÷ 6/17 | Student Answer: -4 1/2,pf-e
Problem: 12/13 ÷ 6/17 | Student Answer: 5 3/13,a
Problem: 1/4 + 3/7 | Student Answer: 8/11,conv-a
Problem: 1/4 + 3/7 | Student Answer: 3/7,conv-b
Problem: 1/4 + 3/7 | Student Answer: 8/11,conv-c
Problem: 1/4 + 3/7 | Student Answer: -2/11,conv-d
Problem: 1/4 + 3/7 | Student Answer: -19/28,po-a
Problem: 1/4 + 3/7 | Student Answer: 1 9/19,po-b
Problem: 1/4 + 3/7 | Student Answer: 3/28,po-c
Problem: 1/4 + 3/7 | Student Answer: 1/7,po-d
Problem: 1/4 + 3/7 | Student Answer: 4/11,pf-a
Problem: 1/4 + 3/7 | Student Answer: 1/1,pf-b
Problem: 1/4 + 3/7 | Student Answer: 7/33,pf-c
Problem: 1/4 + 3/7 | Student Answer: 3/4,pf-d
Problem: 1/4 + 3/7 | Student Answer: -1 1/3,pf-e
Problem: 1/4 + 3/7 | Student Answer: 1 5/14,a
Problem: 3/12 + 5/10 | Student Answer: 1/4,conv-a
Problem: 3/12 + 5/10 | Student Answer: 1/4,conv-b
Problem: 3/12 + 5/10 | Student Answer: 10/11,conv-c
Problem: 3/12 + 5/10 | Student Answer: -1/11,conv-d
Problem: 3/12 + 5/10 | Student Answer: -3/4,po-a
Problem: 3/12 + 5/10 | Student Answer: 1 1/3,po-b
Problem: 3/12 + 5/10 | Student Answer: 1/8,po-c
